county,city,modelYear,make,model,electricVehicleType,electricRange,electricUtility,Range Class
King,Maple Valley,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Kitsap,Poulsbo,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),34.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Bremerton,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,PUGET SOUND ENERGY INC,Short Range
King,Medina,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
King,Renton,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Thurston,Olympia,2014,BMW,I3,Battery Electric Vehicle (BEV),81.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Kingston,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Bothell,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Bothell,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),110.0,PUGET SOUND ENERGY INC,Medium Range
Kitsap,Kingston,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Port Orchard,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,PUGET SOUND ENERGY INC,Long Range
King,Federal Way,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),232.69662921348313,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Snohomish,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),22.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),23.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Kitsap,Poulsbo,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),58.0,PUGET SOUND ENERGY INC,Short Range
Yakima,Toppenish,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PACIFICORP,Short Range
Snohomish,Lake Stevens,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bainbridge Island,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),33.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Lynnwood,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
King,Maple Valley,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Kitsap,Bremerton,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
King,Auburn,2018,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),13.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Lynnwood,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,PUGET SOUND ENERGY INC,Short Range
King,Des Moines,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Thurston,Lacey,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC,Long Range
King,Covington,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Yakima,Selah,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PACIFICORP,Long Range
Kitsap,Kingston,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bremerton,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
King,Bellevue,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Thurston,Tumwater,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Lacey,2014,FIAT,500,Battery Electric Vehicle (BEV),87.0,PUGET SOUND ENERGY INC,Short Range
King,Bellevue,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Yakima,Yakima,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PACIFICORP,Long Range
Kitsap,Port Orchard,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Lacey,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
Yakima,Selah,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PACIFICORP,Medium Range
Thurston,Olympia,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),22.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Bremerton,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Olympia,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Olympia,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Lacey,2016,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Olympia,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Tumwater,2017,FIAT,500,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
King,Shoreline,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Yakima,Yakima,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),18.0,PACIFICORP,Short Range
Thurston,Lacey,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),58.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Port Orchard,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,PUGET SOUND ENERGY INC,Medium Range
Kitsap,Port Orchard,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),97.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Olympia,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Edmonds,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),18.0,PUGET SOUND ENERGY INC,Short Range
King,Auburn,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),17.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Kitsap,Hansville,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bainbridge Island,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Lake Stevens,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Thurston,Tumwater,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
King,Medina,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Seattle,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),18.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Kitsap,Silverdale,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Lacey,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Yakima,Selah,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PACIFICORP,Long Range
Thurston,Tenino,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),14.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),258.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Long Range
King,Seattle,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Woodway,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Port Orchard,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Edmonds,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
King,North Bend,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Thurston,Olympia,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Marysville,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bremerton,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC,Long Range
Pierce,Puyallup,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
King,Redmond,2019,BMW,I3,Battery Electric Vehicle (BEV),153.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Medium Range
Whitman,Pullman,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,AVISTA CORP,Short Range
Thurston,Rainier,2014,BMW,I3,Battery Electric Vehicle (BEV),81.0,PUGET SOUND ENERGY INC,Short Range
Yakima,Moxee,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,PACIFICORP,Medium Range
Island,Oak Harbor,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Mount Vernon,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC,Long Range
Yakima,Tieton,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PACIFICORP,Long Range
Kittitas,Cle Elum,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC,Long Range
Pierce,Dupont,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Thurston,Yelm,2015,FIAT,500,Battery Electric Vehicle (BEV),87.0,PUGET SOUND ENERGY INC,Short Range
King,Kirkland,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Thurston,Olympia,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),33.0,PUGET SOUND ENERGY INC,Short Range
King,Issaquah,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Kitsap,Kingston,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC,Medium Range
Snohomish,Everett,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Mukilteo,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Burlington,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
King,Seattle,2015,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),82.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Whitman,Pullman,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,AVISTA CORP,Long Range
Thurston,Olympia,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Lake Stevens,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Poulsbo,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Woodway,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Lake Stevens,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),29.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Anacortes,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC,Long Range
King,Burien,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Skagit,La Conner,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),289.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Mukilteo,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUGET SOUND ENERGY INC,Short Range
Walla Walla,Walla Walla,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PACIFICORP,Short Range
Island,Freeland,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Skagit,Anacortes,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,PUGET SOUND ENERGY INC,Long Range
Skagit,Anacortes,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47.0,PUGET SOUND ENERGY INC,Short Range
Island,Oak Harbor,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC,Long Range
Chelan,Wenatchee,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUD NO 1 OF CHELAN COUNTY,Short Range
Snohomish,Everett,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC,Medium Range
Spokane,Spokane,2013,FORD,FOCUS,Battery Electric Vehicle (BEV),76.0,MODERN ELECTRIC WATER COMPANY,Short Range
Snohomish,Monroe,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Everett,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Kittitas,Cle Elum,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC,Short Range
Kittitas,Cle Elum,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
King,Newcastle,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
King,Burien,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38.0,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),Short Range
Snohomish,Everett,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Poulsbo,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Everett,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Grant,Quincy,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUD NO 2 OF GRANT COUNTY,Short Range
Walla Walla,Walla Walla,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),33.0,PACIFICORP,Short Range
Skagit,Mount Vernon,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151.0,PUGET SOUND ENERGY INC,Medium Range
Chelan,Wenatchee,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUD NO 1 OF CHELAN COUNTY,Long Range
Chelan,Cashmere,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUD NO 1 OF CHELAN COUNTY,Long Range
King,Renton,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Walla Walla,Walla Walla,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PACIFICORP,Long Range
Snohomish,Snohomish,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Lake Stevens,2023,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),32.0,PUGET SOUND ENERGY INC,Short Range
Whatcom,Bellingham,2014,FIAT,500,Battery Electric Vehicle (BEV),87.0,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Short Range
Snohomish,Snohomish,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Concrete,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Edmonds,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Whitman,Pullman,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,AVISTA CORP,Long Range
Grant,Soap Lake,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,PUD NO 2 OF GRANT COUNTY,Short Range
Spokane,Spokane,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,MODERN ELECTRIC WATER COMPANY,Long Range
Snohomish,Lynnwood,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Mill Creek,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Monroe,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Lacey,2020,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Marysville,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Olympia,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Edmonds,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),208.0,PUGET SOUND ENERGY INC,Long Range
Island,Freeland,2017,TESLA,MODEL X,Battery Electric Vehicle (BEV),200.0,PUGET SOUND ENERGY INC,Medium Range
King,Kenmore,2022,AUDI,E-TRON,Battery Electric Vehicle (BEV),210.54545454545453,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Everett,2021,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Bremerton,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC,Short Range
Island,Coupeville,2017,FIAT,500,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Yakima,Yakima,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PACIFICORP,Long Range
Snohomish,Snohomish,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),20.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Kingston,2012,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32.0,PUGET SOUND ENERGY INC,Short Range
Walla Walla,Walla Walla,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PACIFICORP,Short Range
Chelan,Leavenworth,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUD NO 1 OF CHELAN COUNTY,Long Range
Snohomish,Marysville,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150.0,PUGET SOUND ENERGY INC,Medium Range
Snohomish,Edmonds,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),17.0,PUGET SOUND ENERGY INC,Short Range
Thurston,Olympia,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Monroe,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUGET SOUND ENERGY INC,Long Range
Chelan,Wenatchee,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUD NO 1 OF CHELAN COUNTY,Short Range
Grant,Moses Lake,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266.0,PUD NO 2 OF GRANT COUNTY,Long Range
King,Snoqualmie,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Spokane,Spokane,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107.0,MODERN ELECTRIC WATER COMPANY,Medium Range
Skagit,Burlington,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Grant,Coulee City,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),19.0,PUD NO 2 OF GRANT COUNTY,Short Range
Snohomish,Snohomish,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Sedro-Woolley,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72.0,PUGET SOUND ENERGY INC,Short Range
Whatcom,Bellingham,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),244.3,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,Long Range
Thurston,Lacey,2011,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),35.0,PUGET SOUND ENERGY INC,Short Range
Chelan,Wenatchee,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215.0,PUD NO 1 OF CHELAN COUNTY,Long Range
King,Kent,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),20.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Pierce,Puyallup,2023,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30.0,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Short Range
Snohomish,Lynnwood,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC,Short Range
Skagit,Bow,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Arlington,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
Skagit,Concrete,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),308.0,PUGET SOUND ENERGY INC,Long Range
Kittitas,Ellensburg,2016,FIAT,500,Battery Electric Vehicle (BEV),84.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Snohomish,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38.0,PUGET SOUND ENERGY INC,Short Range
Kitsap,Silverdale,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249.0,PUGET SOUND ENERGY INC,Long Range
Skagit,Sedro-Woolley,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Walla Walla,Walla Walla,2018,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),22.0,PACIFICORP,Short Range
Island,Clinton,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Edmonds,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291.0,PUGET SOUND ENERGY INC,Long Range
Pierce,Buckley,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),239.92248062015503,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),Long Range
Snohomish,Everett,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),93.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Bothell,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238.0,PUGET SOUND ENERGY INC,Long Range
Island,Camano Island,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),245.0,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,Long Range
Stevens,Rice,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,AVISTA CORP,Long Range
Snohomish,Edmonds,2019,KIA,NIRO,Battery Electric Vehicle (BEV),239.0,PUGET SOUND ENERGY INC,Long Range
Snohomish,Monroe,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220.0,PUGET SOUND ENERGY INC,Long Range
Kitsap,Bainbridge Island,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),68.0,PUGET SOUND ENERGY INC,Short Range
Snohomish,Mukilteo,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25.0,PUGET SOUND ENERGY INC,Short Range
Clallam,Port Angeles,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25.0,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,Short Range
Snohomish,Bothell,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21.0,PUGET SOUND ENERGY INC,Short Range
